Interaction,Feynman Diagram,Amplitude,Squared Amplitude
AntiPart e beta (X) nu (X) to AntiPart e gam (X)^(*) AntiPart nu (X),"Vertex V_1:AntiPart e(X_3), A(X_4),  OffShell e(V_1), Vertex V_0:A(X_2), AntiPart e(X_1), AntiPart  OffShell e(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p e_spi_0_pv e_spi_1_pv_star * * 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p e_spi_4_pv e_spi_5_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart e beta (X) AntiPart tau (X) to AntiPart e alpha (X)^(*) AntiPart mu (X),"Vertex V_1:AntiPart e(X_3), A(X_4),  OffShell e(V_1), Vertex V_0:A(X_2), AntiPart e(X_1), AntiPart  OffShell e(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * e_del_10170_pv e_spi_0_pv_star * * * * 1/2 p_lor_2 gamma_lor_spi gamma_lor_spi_del gamma * lor_2 s s_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * e_del_10172_pv e_spi_3_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart e beta (X) AntiPart tau (X) to AntiPart e alpha (X)^(*) AntiPart mu (X),"Vertex V_0:AntiPart e(X_1), A(X_4), AntiPart  OffShell e(V_0), Vertex V_1:A(X_2), AntiPart e(X_3),  OffShell e(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * e_del_10197_pv e_spi_0_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * e_del_10199_pv e_spi_3_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
t eps (X)^(*) AntiPart t eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:t(X_1), AntiPart t(X_2),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi e_spi_0_pu_star e_spi_1_pv t_spi_2_pu t_spi_3_pv_star + + mass_t_sq s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t alpha (X)^(*) AntiPart t beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:t(X_1), AntiPart t(X_2),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi t_spi_2_pv_star t_spi_3_pu mu_spi_1_pv mu_spi_0_pu_star + + mass_t_sq s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t gam (X)^(*) AntiPart t del (X) to u eps (X) AntiPart u eta (X)^(*),"Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi t_spi_1_pv_star t_spi_2_pu u_b_spi_pv u_spi_0_pu_star + + mass_t_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart t eta (X) to d alpha (X) AntiPart d beta (X)^(*),"Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_324 d_spi_0_pu_star d_del_324_pv t_del_323_pu t_spi_1_pv_star + + mass_t_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t gam (X)^(*) AntiPart t del (X) to s eps (X) AntiPart s eta (X)^(*),"Vertex V_1:s(X_3), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi s_star s t_spi_1_pv_star t_spi_2_pu + + mass_t_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t gam (X)^(*) AntiPart t del (X) to tt eps (X) AntiPart tt eta (X)^(*),"Vertex V_1:tt(X_3), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_430 t_spi_1_pu t_spi_2_pv_star tt s_pu_star tt_del_430_pv + + mass_t_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * 8 ^ m_tt_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart t eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_480 gamma_lor_spi_del c_del_480_pv c_spi_0_pu_star t_spi_1_pv_star t_del_481_pu + + mass_t_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t gam (X)^(*) AntiPart t del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pu_star b_del_541_pv t_spi_0_pv_star t_spi_1_pu + + mass_t_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart t eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart t(X_2), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_3),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * t_spi_0_pu t_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * t_spi_4_pu t_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
t eps (X)^(*) AntiPart t eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart t(X_2), A(X_3), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_4),  OffShell t(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * t_spi_0_pu t_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * t_spi_4_pu t_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
t eps (X)^(*) u eta (X)^(*) to t alpha (X) u beta (X),"Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del t_spi_1_pu_star t_del_1063_pu u_b_spi_pu u_spi_0_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart u gam (X) to t del (X) AntiPart u eps (X)^(*),"Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi t_spi_1_pu t_spi_2_pu_star u_b_spi_pv u_spi_0_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) u del (X)^(*) to AntiPart t eps (X)^(*) u eta (X),"Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del t_del_1105_pv t_spi_2_pv_star u_spi_1_pu u_spi_0_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart u gam (X) to AntiPart t del (X)^(*) AntiPart u eps (X)^(*),"Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del t_del_1134_pv t_spi_1_pv_star u_b_spi_pv u_spi_0_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) d eta (X)^(*) to t alpha (X) d beta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_2045 d_spi_0_pu_star d_del_2045_pu t_spi_1_pu_star t_del_2044_pu + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart d gam (X) to t del (X) AntiPart d eps (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_2097 d_del_2097_pv d_spi_0_pv_star t_spi_1_pu t_spi_2_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) d del (X)^(*) to AntiPart t eps (X)^(*) d eta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s s d_spi_0_pu_star d_spi_1_pu t_del_2132_pv t_spi_2_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart d gam (X) to AntiPart t del (X)^(*) AntiPart d eps (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_2172 d_spi_0_pv_star d_del_2172_pv t_del_2171_pv t_spi_1_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) s eta (X)^(*) to t alpha (X) s beta (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del s_star s t_spi_1_pu_star t_del_3086_pu + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart s gam (X) to t del (X) AntiPart s eps (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi s_star s t_spi_1_pu t_spi_2_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) s del (X)^(*) to AntiPart t eps (X)^(*) s eta (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s_star s t_spi_2_pv_star t_del_3128_pv + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart s gam (X) to AntiPart t del (X)^(*) AntiPart s eps (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del s s_star t_spi_1_pv_star t_del_3157_pv + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) tt eta (X)^(*) to t alpha (X) tt beta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_4068 t_del_4067_pu t_spi_1_pu_star tt_del_4068_pu tt s_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart tt gam (X) to t del (X) AntiPart tt eps (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_4120 t_spi_1_pu t_spi_2_pu_star tt s_pv_star tt_del_4120_pv + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) tt del (X)^(*) to AntiPart t eps (X)^(*) tt eta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s s t_del_4155_pv t_spi_2_pv_star tt s_pu_star tt s_pu + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart tt gam (X) to AntiPart t del (X)^(*) AntiPart tt eps (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_4195 t_del_4194_pv t_spi_1_pv_star tt_del_4195_pv tt s_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) c eta (X)^(*) to t alpha (X) c beta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del c_b_spi_pu c_spi_0_pu_star t_spi_1_pu_star t_del_5109_pu + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart c gam (X) to t del (X) AntiPart c eps (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi c_b_spi_pv c_spi_0_pv_star t_spi_1_pu_star t_spi_2_pu + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) c del (X)^(*) to AntiPart t eps (X)^(*) c eta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del c_spi_0_pu_star c_spi_1_pu t_del_5151_pv t_spi_2_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart c gam (X) to AntiPart t del (X)^(*) AntiPart c eps (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi_del c_spi_0_pv_star c_b_spi_pv t_del_5180_pv t_spi_1_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) b eta (X)^(*) to t alpha (X) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s_del_6090 gamma_lor_spi_del b_del_6091_pu b_spi_1_pu_star t_del_6090_pu t_spi_0_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
t eps (X)^(*) AntiPart b gam (X) to t del (X) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_6143_pv b_spi_2_pv_star t_spi_1_pu t_spi_0_pu_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) b del (X)^(*) to AntiPart t eps (X)^(*) b eta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s_del_6178 gamma_lor_spi b_spi_1_pu_star b_spi_2_pu t_spi_0_pv_star t_del_6178_pv + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart t gam (X) AntiPart b gam (X) to AntiPart t del (X)^(*) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s_del_6217 gamma_lor_spi_del b_spi_1_pv_star b_del_6218_pv t_del_6217_pv t_spi_0_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
